testDate,County,confirmed_cases,values.CasesChange,tested,values.TotalTestedChange,deaths,values.DeathsChange,population,daily_confirmed_cases,daily_tested,daily_deaths
2020-03-17T00:00:00Z,Illinois,160,160,0,0,0,0,12587.53,NA,NA,NA
2020-03-18T00:00:00Z,Illinois,288,128,0,0,1,1,12587.53,128,0,1
2020-03-19T00:00:00Z,Illinois,422,134,0,0,3,2,12587.53,134,0,2
2020-03-20T00:00:00Z,Illinois,585,163,4286,4286,5,2,12587.53,163,4286,2
2020-03-21T00:00:00Z,Illinois,753,168,6247,1961,6,1,12587.53,168,1961,1
2020-03-22T00:00:00Z,Illinois,1049,296,8374,2127,9,3,12587.53,296,2127,3
2020-03-24T00:00:00Z,Illinois,1535,486,11485,3111,16,7,12587.53,486,3111,7
2020-03-25T00:00:00Z,Illinois,1865,330,14209,2724,19,3,12587.53,330,2724,3
2020-03-26T00:00:00Z,Illinois,2538,673,16631,2422,26,7,12587.53,673,2422,7
2020-03-27T00:00:00Z,Illinois,3026,488,21542,4911,34,8,12587.53,488,4911,8
2020-03-28T00:00:00Z,Illinois,3491,465,25429,3887,47,13,12587.53,465,3887,13
2020-03-29T00:00:00Z,Illinois,4596,1105,27762,2333,65,18,12587.53,1105,2333,18
2020-03-30T00:00:00Z,Illinois,5056,460,30446,2684,72,7,12587.53,460,2684,7
2020-03-31T00:00:00Z,Illinois,5994,938,35225,4779,98,26,12587.53,938,4779,26
2020-04-01T00:00:00Z,Illinois,6980,986,40384,5159,141,43,12587.53,986,5159,43
2020-04-02T00:00:00Z,Illinois,7695,715,43656,3272,157,16,12587.53,715,3272,16
2020-04-03T00:00:00Z,Illinois,8904,1209,48048,4392,210,53,12587.53,1209,4392,53
2020-04-04T00:00:00Z,Illinois,10357,1453,53581,5533,243,33,12587.53,1453,5533,33
2020-04-05T00:00:00Z,Illinois,11256,899,58983,5402,274,31,12587.53,899,5402,31
2020-04-06T00:00:00Z,Illinois,12262,1006,62942,3959,307,33,12587.53,1006,3959,33
2020-04-07T00:00:00Z,Illinois,13549,1287,68732,5790,380,73,12587.53,1287,5790,73
2020-04-08T00:00:00Z,Illinois,15078,1529,75066,6334,462,82,12587.53,1529,6334,82
2020-04-09T00:00:00Z,Illinois,16422,1344,80857,5791,528,66,12587.53,1344,5791,66
2020-04-10T00:00:00Z,Illinois,17887,1465,87527,6670,596,68,12587.53,1465,6670,68
2020-04-11T00:00:00Z,Illinois,19180,1293,92779,5252,677,81,12587.53,1293,5252,81
2020-04-11T00:00:00Z,Illinois,19180,0,92779,0,677,0,12587.53,0,0,0
2020-04-12T00:00:00Z,Illinois,20852,1672,100735,7956,720,43,12587.53,1672,7956,43
2020-04-13T00:00:00Z,Illinois,22025,1173,105768,5033,794,74,12587.53,1173,5033,74
2020-04-14T00:00:00Z,Illinois,23247,1222,110616,4848,868,74,12587.53,1222,4848,74
2020-04-15T00:00:00Z,Illinois,24593,1346,116929,6313,948,80,12587.53,1346,6313,80
2020-04-16T00:00:00Z,Illinois,25733,1140,122589,5660,1072,124,12587.53,1140,5660,124
2020-04-17T00:00:00Z,Illinois,27575,1842,130163,7574,1134,62,12587.53,1842,7574,62
2020-04-18T00:00:00Z,Illinois,29160,1585,137404,7241,1259,125,12587.53,1585,7241,125
2020-04-19T00:00:00Z,Illinois,30357,1197,143318,5914,1290,31,12587.53,1197,5914,31
2020-04-20T00:00:00Z,Illinois,31508,1151,148358,5040,1349,59,12587.53,1151,5040,59
2020-04-21T00:00:00Z,Illinois,33059,1551,154997,6639,1468,119,12587.53,1551,6639,119
2020-04-22T00:00:00Z,Illinois,35108,2049,164346,9349,1565,97,12587.53,2049,9349,97
2020-04-23T00:00:00Z,Illinois,36934,1826,173316,8970,1688,123,12587.53,1826,8970,123
2020-04-24T00:00:00Z,Illinois,39658,2724,186219,12903,1795,107,12587.53,2724,12903,107
2020-04-25T00:00:00Z,Illinois,41777,2119,201617,15398,1874,79,12587.53,2119,15398,79
2020-04-26T00:00:00Z,Illinois,43903,2126,214952,13335,1933,59,12587.53,2126,13335,59
2020-04-27T00:00:00Z,Illinois,45883,1980,227628,12676,1983,50,12587.53,1980,12676,50
2020-04-28T00:00:00Z,Illinois,48102,2219,242189,14561,2125,142,12587.53,2219,14561,142
2020-04-29T00:00:00Z,Illinois,50355,2253,256667,14478,2215,90,12587.53,2253,14478,90
2020-04-30T00:00:00Z,Illinois,52910,2555,269867,13200,2355,140,12587.53,2555,13200,140
2020-05-01T00:00:00Z,Illinois,56055,3145,284688,14821,2457,102,12587.53,3145,14821,102
2020-05-02T00:00:00Z,Illinois,58505,2450,299896,15208,2559,102,12587.53,2450,15208,102
2020-05-03T00:00:00Z,Illinois,61499,2994,319313,19417,2618,59,12587.53,2994,19417,59
2020-05-04T00:00:00Z,Illinois,63840,2341,333147,13834,2662,44,12587.53,2341,13834,44
2020-05-05T00:00:00Z,Illinois,65962,2122,346286,13139,2838,176,12587.53,2122,13139,176
2020-05-06T00:00:00Z,Illinois,68232,2270,361260,14974,2974,136,12587.53,2270,14974,136
2020-05-07T00:00:00Z,Illinois,70873,2641,379043,17783,3111,137,12587.53,2641,17783,137
2020-05-08T00:00:00Z,Illinois,73760,2887,399714,20671,3241,130,12587.53,2887,20671,130
2020-05-09T00:00:00Z,Illinois,76085,2325,416331,16617,3349,108,12587.53,2325,16617,108
2020-05-10T00:00:00Z,Illinois,77741,1656,429984,13653,3406,57,12587.53,1656,13653,57
2020-05-11T00:00:00Z,Illinois,79007,1266,442425,12441,3459,53,12587.53,1266,12441,53
2020-05-12T00:00:00Z,Illinois,83021,4014,471691,29266,3601,142,12587.53,4014,29266,142
2020-05-13T00:00:00Z,Illinois,84698,1677,489359,17668,3792,191,12587.53,1677,17668,191
2020-05-14T00:00:00Z,Illinois,87937,3239,512037,22678,3928,136,12587.53,3239,22678,136
2020-05-15T00:00:00Z,Illinois,90369,2432,538602,26565,4058,130,12587.53,2432,26565,130
2020-05-16T00:00:00Z,Illinois,92457,2088,561649,23047,4129,71,12587.53,2088,23047,71
2020-05-17T00:00:00Z,Illinois,94191,1734,581944,20295,4177,48,12587.53,1734,20295,48
2020-05-18T00:00:00Z,Illinois,96485,2294,603241,21297,4234,57,12587.53,2294,21297,57
2020-05-19T00:00:00Z,Illinois,98030,1545,621684,18443,4379,145,12587.53,1545,18443,145
2020-05-20T00:00:00Z,Illinois,100418,2388,642713,21029,4525,146,12587.53,2388,21029,146
2020-05-21T00:00:00Z,Illinois,102686,2268,672020,29307,4607,82,12587.53,2268,29307,82
2020-05-22T00:00:00Z,Illinois,105444,2758,697133,25113,4715,108,12587.53,2758,25113,108
2020-05-23T00:00:00Z,Illinois,107796,2352,722247,25114,4790,75,12587.53,2352,25114,75
2020-05-24T00:00:00Z,Illinois,110304,2508,747921,25674,4853,63,12587.53,2508,25674,63
2020-05-25T00:00:00Z,Illinois,112017,1713,769564,21643,4884,31,12587.53,1713,21643,31
2020-05-26T00:00:00Z,Illinois,113195,1178,786794,17230,4923,39,12587.53,1178,17230,39
2020-05-27T00:00:00Z,Illinois,114306,1111,803973,17179,5082,159,12587.53,1111,17179,159
2020-05-28T00:00:00Z,Illinois,115833,1527,829966,25993,5184,102,12587.53,1527,25993,102
2020-05-29T00:00:00Z,Illinois,117455,1622,851762,21796,5270,86,12587.53,1622,21796,86
2020-05-30T00:00:00Z,Illinois,118917,1462,877105,25343,5330,60,12587.53,1462,25343,60
2020-05-31T00:00:00Z,Illinois,120260,1343,898259,21154,5389,59,12587.53,1343,21154,59
2020-06-01T00:00:00Z,Illinois,121234,974,918273,20014,5412,23,12587.53,974,20014,23
2020-06-02T00:00:00Z,Illinois,122848,1614,934704,16431,5524,112,12587.53,1614,16431,112
2020-06-03T00:00:00Z,Illinois,123830,982,959175,24471,5620,96,12587.53,982,24471,96
2020-06-04T00:00:00Z,Illinois,124759,929,982016,22841,5736,116,12587.53,929,22841,116
2020-06-05T00:00:00Z,Illinois,125915,1156,1000919,18903,5792,56,12587.53,1156,18903,56
2020-06-06T00:00:00Z,Illinois,126890,975,1022074,21155,5861,69,12587.53,975,21155,69
2020-06-07T00:00:00Z,Illinois,127757,867,1042774,20700,5901,40,12587.53,867,20700,40
2020-06-08T00:00:00Z,Illinois,128415,658,1058873,16099,5923,22,12587.53,658,16099,22
2020-06-09T00:00:00Z,Illinois,129212,797,1079182,20309,6017,94,12587.53,797,20309,94
2020-06-10T00:00:00Z,Illinois,129837,625,1100002,20820,6094,77,12587.53,625,20820,77
2020-06-11T00:00:00Z,Illinois,130603,766,1122327,22325,6183,89,12587.53,766,22325,89
2020-06-12T00:00:00Z,Illinois,131198,595,1147101,24774,6260,77,12587.53,595,24774,77
2020-06-13T00:00:00Z,Illinois,131871,673,1168945,21844,6289,29,12587.53,673,21844,29
2020-06-14T00:00:00Z,Illinois,132543,672,1190985,22040,6307,18,12587.53,672,22040,18
2020-06-15T00:00:00Z,Illinois,133016,473,1209612,18627,6326,19,12587.53,473,18627,19
2020-06-16T00:00:00Z,Illinois,133639,623,1228341,18729,6398,72,12587.53,623,18729,72
2020-06-17T00:00:00Z,Illinois,134185,546,1258328,29987,6482,84,12587.53,546,29987,84
2020-06-18T00:00:00Z,Illinois,134778,593,1283832,25504,6536,54,12587.53,593,25504,54
2020-06-19T00:00:00Z,Illinois,135470,692,1311003,27171,6580,44,12587.53,692,27171,44
2020-06-20T00:00:00Z,Illinois,136104,634,1336968,25965,6624,44,12587.53,634,25965,44
2020-06-21T00:00:00Z,Illinois,136762,658,1360784,23816,6645,21,12587.53,658,23816,21
2020-06-22T00:00:00Z,Illinois,137224,462,1379003,18219,6669,24,12587.53,462,18219,24
2020-06-23T00:00:00Z,Illinois,137825,601,1399510,20507,6707,38,12587.53,601,20507,38
2020-06-24T00:00:00Z,Illinois,138540,715,1428841,29331,6769,62,12587.53,715,29331,62
2020-06-25T00:00:00Z,Illinois,139434,894,1460527,31686,6808,39,12587.53,894,31686,39
2020-06-26T00:00:00Z,Illinois,140291,857,1490952,30425,6847,39,12587.53,857,30425,39
2020-06-27T00:00:00Z,Illinois,141077,786,1521189,30237,6873,26,12587.53,786,30237,26
2020-06-28T00:00:00Z,Illinois,141723,646,1544978,23789,6888,15,12587.53,646,23789,15
2020-06-29T00:00:00Z,Illinois,142461,738,1571896,26918,6900,12,12587.53,738,26918,12
2020-06-30T00:00:00Z,Illinois,143185,724,1602965,31069,6921,21,12587.53,724,31069,21
2020-07-01T00:00:00Z,Illinois,144013,828,1636055,33090,6951,30,12587.53,828,33090,30
2020-07-02T00:00:00Z,Illinois,144882,869,1666317,30262,6987,36,12587.53,869,30262,36
2020-07-03T00:00:00Z,Illinois,145750,868,1700635,34318,7004,17,12587.53,868,34318,17
2020-07-04T00:00:00Z,Illinois,146612,862,1734471,33836,7014,10,12587.53,862,33836,10
2020-07-05T00:00:00Z,Illinois,147251,639,1761706,27235,7020,6,12587.53,639,27235,6
2020-07-06T00:00:00Z,Illinois,147865,614,1782840,21134,7026,6,12587.53,614,21134,6
2020-07-07T00:00:00Z,Illinois,148452,587,1809834,26994,7063,37,12587.53,587,26994,37
2020-07-08T00:00:00Z,Illinois,149432,980,1842576,32742,7099,36,12587.53,980,32742,36
2020-07-09T00:00:00Z,Illinois,150450,1018,1878756,36180,7119,20,12587.53,1018,36180,20
2020-07-10T00:00:00Z,Illinois,151767,1317,1911743,32987,7144,25,12587.53,1317,32987,25
2020-07-11T00:00:00Z,Illinois,152962,1195,1944088,32345,7167,23,12587.53,1195,32345,23
2020-07-12T00:00:00Z,Illinois,153916,954,1982982,38894,7187,20,12587.53,954,38894,20
2020-07-13T00:00:00Z,Illinois,154799,883,2012994,30012,7193,6,12587.53,883,30012,6
2020-07-14T00:00:00Z,Illinois,155506,707,2041440,28446,7218,25,12587.53,707,28446,25
2020-07-15T00:00:00Z,Illinois,156693,1187,2079601,38161,7226,8,12587.53,1187,38161,8
2020-07-16T00:00:00Z,Illinois,157950,1257,2122607,43006,7250,24,12587.53,1257,43006,24
2020-07-17T00:00:00Z,Illinois,159334,1384,2166299,43692,7272,22,12587.53,1384,43692,22
2020-07-18T00:00:00Z,Illinois,160610,1276,2212398,46099,7289,17,12587.53,1276,46099,17
2020-07-19T00:00:00Z,Illinois,161575,965,2244511,32113,7295,6,12587.53,965,32113,6
2020-07-20T00:00:00Z,Illinois,162748,1173,2279109,34598,7301,6,12587.53,1173,34598,6
2020-07-21T00:00:00Z,Illinois,163703,955,2308854,29745,7324,23,12587.53,955,29745,23
2020-07-22T00:00:00Z,Illinois,165301,1598,2348487,39633,7347,23,12587.53,1598,39633,23
2020-07-23T00:00:00Z,Illinois,166925,1624,2388193,39706,7366,19,12587.53,1624,39706,19
2020-07-24T00:00:00Z,Illinois,168457,1532,2432523,44330,7385,19,12587.53,1532,44330,19
2020-07-25T00:00:00Z,Illinois,169883,1426,2470723,38200,7397,12,12587.53,1426,38200,12
2020-07-26T00:00:00Z,Illinois,171424,1541,2511567,40844,7398,1,12587.53,1541,40844,1
2020-07-27T00:00:00Z,Illinois,172655,1231,2542134,30567,7416,18,12587.53,1231,30567,18
2020-07-28T00:00:00Z,Illinois,173731,1076,2570465,28331,7446,30,12587.53,1076,28331,30
2020-07-29T00:00:00Z,Illinois,175124,1393,2608652,38187,7460,14,12587.53,1393,38187,14
2020-07-30T00:00:00Z,Illinois,176896,1772,2649786,41134,7474,14,12587.53,1772,41134,14
2020-07-31T00:00:00Z,Illinois,178837,1941,2699568,49782,7495,21,12587.53,1941,49782,21
2020-08-01T00:00:00Z,Illinois,180476,1639,2739377,39809,7503,8,12587.53,1639,39809,8
2020-08-02T00:00:00Z,Illinois,181943,1467,2778322,38945,7516,13,12587.53,1467,38945,13
2020-08-03T00:00:00Z,Illinois,183241,1298,2806797,28475,7526,10,12587.53,1298,28475,10
2020-08-04T00:00:00Z,Illinois,184712,1471,2849395,42598,7543,17,12587.53,1471,42598,17
2020-08-05T00:00:00Z,Illinois,186471,1759,2896063,46668,7573,30,12587.53,1759,46668,30
2020-08-06T00:00:00Z,Illinois,188424,1953,2937749,41686,7592,19,12587.53,1953,41686,19
2020-08-07T00:00:00Z,Illinois,190508,2084,2984618,46869,7613,21,12587.53,2084,46869,21
2020-08-08T00:00:00Z,Illinois,192698,2190,3032634,48016,7628,15,12587.53,2190,48016,15
2020-08-09T00:00:00Z,Illinois,194080,1382,3073988,41354,7636,8,12587.53,1382,41354,8
2020-08-10T00:00:00Z,Illinois,195399,1319,3106341,32353,7637,1,12587.53,1319,32353,1
2020-08-11T00:00:00Z,Illinois,196948,1549,3147703,41362,7656,19,12587.53,1549,41362,19
2020-08-12T00:00:00Z,Illinois,198593,1645,3189801,42098,7672,16,12587.53,1645,42098,16
2020-08-13T00:00:00Z,Illinois,200427,1834,3235807,46006,7696,24,12587.53,1834,46006,24
2020-08-14T00:00:00Z,Illinois,202691,2264,3285348,49541,7721,25,12587.53,2264,49541,25
2020-08-15T00:00:00Z,Illinois,204519,1828,3329762,44414,7726,5,12587.53,1828,44414,5
2020-08-16T00:00:00Z,Illinois,206081,1562,3366851,37089,7744,18,12587.53,1562,37089,18
2020-08-17T00:00:00Z,Illinois,207854,1773,3405097,38246,7756,12,12587.53,1773,38246,12
2020-08-18T00:00:00Z,Illinois,209594,1740,3439272,34175,7781,25,12587.53,1740,34175,25
2020-08-19T00:00:00Z,Illinois,211889,2295,3489571,50299,7806,25,12587.53,2295,50299,25
2020-08-20T00:00:00Z,Illinois,213721,1832,3541183,51612,7833,27,12587.53,1832,51612,27
2020-08-21T00:00:00Z,Illinois,215929,2208,3592919,51736,7857,24,12587.53,2208,51736,24
2020-08-22T00:00:00Z,Illinois,218285,2356,3649685,56766,7874,17,12587.53,2356,56766,17
2020-08-23T00:00:00Z,Illinois,220178,1893,3704036,54351,7880,6,12587.53,1893,54351,6
2020-08-24T00:00:00Z,Illinois,221790,1612,3740191,36155,7888,8,12587.53,1612,36155,8
2020-08-25T00:00:00Z,Illinois,223470,1680,3781050,40859,7917,29,12587.53,1680,40859,29
2020-08-26T00:00:00Z,Illinois,225627,2157,3831412,50362,7953,36,12587.53,2157,50362,36
2020-08-27T00:00:00Z,Illinois,227334,1707,3875922,44510,7977,24,12587.53,1707,44510,24
2020-08-28T00:00:00Z,Illinois,229483,2149,3924305,48383,7997,20,12587.53,2149,48383,20
2020-08-29T00:00:00Z,Illinois,231363,1880,3973089,48784,8008,11,12587.53,1880,48784,11
2020-08-30T00:00:00Z,Illinois,233355,1992,4016782,43693,8019,11,12587.53,1992,43693,11
2020-08-31T00:00:00Z,Illinois,235023,1668,4064161,47379,8025,6,12587.53,1668,47379,6
2020-09-01T00:00:00Z,Illinois,236515,1492,4087122,22961,8064,39,12587.53,1492,22961,39
2020-09-02T00:00:00Z,Illinois,238643,2128,4119873,32751,8090,26,12587.53,2128,32751,26
2020-09-03T00:00:00Z,Illinois,240003,1360,4160668,40795,8114,24,12587.53,1360,40795,24
2020-09-04T00:00:00Z,Illinois,245371,5368,4309941,149273,8143,29,12587.53,5368,149273,29
2020-09-05T00:00:00Z,Illinois,248177,2806,4371876,61935,8166,23,12587.53,2806,61935,23
2020-09-06T00:00:00Z,Illinois,249580,1403,4418372,46496,8171,5,12587.53,1403,46496,5
2020-09-07T00:00:00Z,Illinois,250961,1381,4447347,28975,8179,8,12587.53,1381,28975,8
2020-09-08T00:00:00Z,Illinois,252353,1392,4478710,31363,8184,5,12587.53,1392,31363,5
2020-09-09T00:00:00Z,Illinois,253690,1337,4526739,48029,8214,30,12587.53,1337,48029,30
2020-09-10T00:00:00Z,Illinois,255643,1953,4575721,48982,8241,27,12587.53,1953,48982,27
2020-09-11T00:00:00Z,Illinois,257788,2145,4632382,56661,8273,32,12587.53,2145,56661,32
2020-09-12T00:00:00Z,Illinois,259909,2121,4688976,56594,8295,22,12587.53,2121,56594,22
2020-09-13T00:00:00Z,Illinois,261371,1462,4735866,46890,8309,14,12587.53,1462,46890,14
2020-09-14T00:00:00Z,Illinois,262744,1373,4771796,35930,8314,5,12587.53,1373,35930,5
2020-09-15T00:00:00Z,Illinois,264210,1466,4810827,39031,8332,18,12587.53,1466,39031,18
2020-09-16T00:00:00Z,Illinois,266151,1941,4863138,52311,8367,35,12587.53,1941,52311,35
2020-09-17T00:00:00Z,Illinois,268207,2056,4920938,57800,8391,24,12587.53,2056,57800,24
2020-09-18T00:00:00Z,Illinois,270327,2120,4982856,61918,8411,20,12587.53,2120,61918,20
2020-09-19T00:00:00Z,Illinois,272856,2529,5057142,74286,8436,25,12587.53,2529,74286,25
2020-09-20T00:00:00Z,Illinois,274258,1402,5105153,48011,8450,14,12587.53,1402,48011,14
2020-09-21T00:00:00Z,Illinois,275735,1477,5143387,38234,8456,6,12587.53,1477,38234,6
2020-09-22T00:00:00Z,Illinois,277266,1531,5185216,41829,8486,30,12587.53,1531,41829,30
2020-09-23T00:00:00Z,Illinois,279114,1848,5231607,46391,8508,22,12587.53,1848,46391,22
2020-09-24T00:00:00Z,Illinois,281371,2257,5293678,62071,8538,30,12587.53,2257,62071,30
2020-09-25T00:00:00Z,Illinois,283885,2514,5363471,69793,8563,25,12587.53,2514,69793,25
2020-09-26T00:00:00Z,Illinois,286326,2441,5428688,65217,8587,24,12587.53,2441,65217,24
2020-09-27T00:00:00Z,Illinois,287930,1604,5479510,50822,8601,14,12587.53,1604,50822,14
2020-09-28T00:00:00Z,Illinois,289639,1709,5520652,41142,8614,13,12587.53,1709,41142,13
2020-09-29T00:00:00Z,Illinois,291001,1362,5566276,45624,8637,23,12587.53,1362,45624,23
2020-09-30T00:00:00Z,Illinois,293274,2273,5624822,58546,8671,34,12587.53,2273,58546,34
2020-10-01T00:00:00Z,Illinois,295440,2166,5690437,65615,8696,25,12587.53,2166,65615,25
2020-10-02T00:00:00Z,Illinois,297646,2206,5763128,72691,8743,47,12587.53,2206,72691,47
2020-10-03T00:00:00Z,Illinois,300088,2442,5834762,71634,8774,31,12587.53,2442,71634,31
2020-10-04T00:00:00Z,Illinois,301541,1453,5886418,51656,8791,17,12587.53,1453,51656,17
2020-10-05T00:00:00Z,Illinois,303394,1853,5886418,0,8805,14,12587.53,1853,0,14
2020-10-06T00:00:00Z,Illinois,305011,1617,5974469,88051,8836,31,12587.53,1617,88051,31
2020-10-07T00:00:00Z,Illinois,307641,2630,6033289,58820,8878,42,12587.53,2630,58820,42
2020-10-08T00:00:00Z,Illinois,310700,3059,6105780,72491,8910,32,12587.53,3059,72491,32
2020-10-09T00:00:00Z,Illinois,313518,2818,6177379,71599,8945,35,12587.53,2818,71599,35
2020-10-10T00:00:00Z,Illinois,316423,2905,6243635,66256,8975,30,12587.53,2905,66256,30
2020-10-11T00:00:00Z,Illinois,319150,2727,0,-6243635,8984,9,12587.53,2727,-6243635,9
2020-10-12T00:00:00Z,Illinois,321892,2742,6355261,6355261,8997,13,12587.53,2742,6355261,13
2020-10-13T00:00:00Z,Illinois,324743,2851,6411254,55993,9025,28,12587.53,2851,55993,28
2020-10-14T00:00:00Z,Illinois,327605,2862,6463923,52669,9074,49,12587.53,2862,52669,49
2020-10-15T00:00:00Z,Illinois,331620,4015,6531009,67086,9127,53,12587.53,4015,67086,53
2020-10-16T00:00:00Z,Illinois,336174,4554,6618768,87759,9165,38,12587.53,4554,87759,38
2020-10-17T00:00:00Z,Illinois,339803,3629,6696257,77489,9192,27,12587.53,3629,77489,27
2020-10-18T00:00:00Z,Illinois,344048,4245,6775553,79296,9214,22,12587.53,4245,79296,22
2020-10-19T00:00:00Z,Illinois,347161,3113,6824237,48684,9236,22,12587.53,3113,48684,22
2020-10-20T00:00:00Z,Illinois,350875,3714,6883314,59077,9276,40,12587.53,3714,59077,40
2020-10-21T00:00:00Z,Illinois,355217,4342,6950105,66791,9343,67,12587.53,4342,66791,67
2020-10-22T00:00:00Z,Illinois,360159,4942,7031082,80977,9387,44,12587.53,4942,80977,44
2020-10-23T00:00:00Z,Illinois,364033,3874,7113338,82256,9418,31,12587.53,3874,82256,31
2020-10-24T00:00:00Z,Illinois,370194,6161,7196855,83517,9481,63,12587.53,6161,83517,63
2020-10-25T00:00:00Z,Illinois,374256,4062,7268952,72097,9505,24,12587.53,4062,72097,24
2020-10-26T00:00:00Z,Illinois,378985,4729,7326216,57264,9522,17,12587.53,4729,57264,17
2020-10-27T00:00:00Z,Illinois,382985,4000,7388290,62074,9568,46,12587.53,4000,62074,46
2020-10-28T00:00:00Z,Illinois,389095,6110,7459042,70752,9619,51,12587.53,6110,70752,51
2020-10-29T00:00:00Z,Illinois,395458,6363,7542098,83056,9675,56,12587.53,6363,83056,56
2020-10-30T00:00:00Z,Illinois,402401,6943,7637209,95111,9711,36,12587.53,6943,95111,36
2020-10-31T00:00:00Z,Illinois,410300,7899,7729845,92636,9757,46,12587.53,7899,92636,46
2020-11-01T00:00:00Z,Illinois,417280,6980,7808303,78458,9790,33,12587.53,6980,78458,33
2020-11-02T00:00:00Z,Illinois,423502,6222,7876421,68118,9810,20,12587.53,6222,68118,20
2020-11-03T00:00:00Z,Illinois,430018,6516,7958856,82435,9878,68,12587.53,6516,82435,68
2020-11-04T00:00:00Z,Illinois,437556,7538,8030713,71857,9933,55,12587.53,7538,71857,55
2020-11-05T00:00:00Z,Illinois,455164,17608,8116728,86015,10030,97,12587.53,17608,86015,97
2020-11-06T00:00:00Z,Illinois,465540,10376,8215129,98401,10078,48,12587.53,10376,98401,48
2020-11-07T00:00:00Z,Illinois,477978,12438,8313547,98418,10154,76,12587.53,12438,98418,76
2020-11-08T00:00:00Z,Illinois,487987,10009,8404304,90757,10196,42,12587.53,10009,90757,42
2020-11-09T00:00:00Z,Illinois,498560,10573,8469064,64760,10210,14,12587.53,10573,64760,14
2020-11-10T00:00:00Z,Illinois,511183,12623,8571019,101955,10289,79,12587.53,12623,101955,79
2020-11-11T00:00:00Z,Illinois,523840,12657,8664483,93464,10434,145,12587.53,12657,93464,145
2020-11-12T00:00:00Z,Illinois,536542,12702,8765100,100617,10477,43,12587.53,12702,100617,43
2020-11-13T00:00:00Z,Illinois,551957,15415,8871640,106540,10504,27,12587.53,15415,106540,27
2020-11-14T00:00:00Z,Illinois,562985,11028,8986010,114370,10670,166,12587.53,11028,114370,166
2020-11-15T00:00:00Z,Illinois,573616,10631,9070841,84831,10742,72,12587.53,10631,84831,72
2020-11-16T00:00:00Z,Illinois,585248,11632,9161453,90612,10778,36,12587.53,11632,90612,36
2020-11-17T00:00:00Z,Illinois,597849,12601,9255658,94205,10874,96,12587.53,12601,94205,96
2020-11-18T00:00:00Z,Illinois,606771,8922,9359227,103569,11010,136,12587.53,8922,103569,136
2020-11-19T00:00:00Z,Illinois,621383,14612,9472674,113447,11178,168,12587.53,14612,113447,168
2020-11-20T00:00:00Z,Illinois,634395,13012,9588698,116024,11303,125,12587.53,13012,116024,125
2020-11-21T00:00:00Z,Illinois,646286,11891,9708982,120284,11430,127,12587.53,11891,120284,127
2020-11-22T00:00:00Z,Illinois,656298,10012,9801419,92437,11505,75,12587.53,10012,92437,75
2020-11-23T00:00:00Z,Illinois,664620,8322,9892981,91562,11552,47,12587.53,8322,91562,47
2020-11-24T00:00:00Z,Illinois,674089,9469,9990304,97323,11677,125,12587.53,9469,97323,125
2020-11-25T00:00:00Z,Illinois,685467,11378,10104537,114233,11832,155,12587.53,11378,114233,155
2020-11-26T00:00:00Z,Illinois,697489,12022,10212093,107556,11963,131,12587.53,12022,107556,131
2020-11-27T00:00:00Z,Illinois,705063,7574,10289223,77130,12029,66,12587.53,7574,77130,66
2020-11-28T00:00:00Z,Illinois,712936,7873,10368278,79055,12136,107,12587.53,7873,79055,107
2020-11-29T00:00:00Z,Illinois,720114,7178,10431018,62740,12193,57,12587.53,7178,62740,57
2020-11-30T00:00:00Z,Illinois,726304,6190,10497998,66980,12278,85,12587.53,6190,66980,85
2020-12-01T00:00:00Z,Illinois,738846,12542,10614079,116081,12401,123,12587.53,12542,116081,123
2020-12-02T00:00:00Z,Illinois,748603,9757,10699586,85507,12639,238,12587.53,9757,85507,238
2020-12-03T00:00:00Z,Illinois,759562,10959,10806364,106778,12826,187,12587.53,10959,106778,187
2020-12-04T00:00:00Z,Illinois,770088,10526,10918998,112634,12971,145,12587.53,10526,112634,145
2020-12-05T00:00:00Z,Illinois,779975,9887,11021676,102678,13179,208,12587.53,9887,102678,208
2020-12-06T00:00:00Z,Illinois,787573,7598,11101214,79538,13253,74,12587.53,7598,79538,74
2020-12-07T00:00:00Z,Illinois,796264,8691,11178783,77569,13342,89,12587.53,8691,77569,89
2020-12-08T00:00:00Z,Illinois,804174,7910,11274608,95825,13487,145,12587.53,7910,95825,145
2020-12-09T00:00:00Z,Illinois,812430,8256,11367345,92737,13665,178,12587.53,8256,92737,178
2020-12-10T00:00:00Z,Illinois,823531,11101,11481848,114503,13860,195,12587.53,11101,114503,195
2020-12-11T00:00:00Z,Illinois,832951,9420,11586296,104448,14049,189,12587.53,9420,104448,189
2020-12-12T00:00:00Z,Illinois,841688,8737,11713184,126888,14176,127,12587.53,8737,126888,127
2020-12-13T00:00:00Z,Illinois,848904,7216,11776832,63648,14291,115,12587.53,7216,63648,115
2020-12-14T00:00:00Z,Illinois,856118,7214,11869088,92256,14392,101,12587.53,7214,92256,101
2020-12-15T00:00:00Z,Illinois,863477,7359,11962010,92922,14509,117,12587.53,7359,92922,117
2020-12-16T00:00:00Z,Illinois,870600,7123,12055288,93278,14654,145,12587.53,7123,93278,145
2020-12-17T00:00:00Z,Illinois,879428,8828,12147303,92015,14834,180,12587.53,8828,92015,180
2020-12-18T00:00:00Z,Illinois,886805,7377,12259595,112292,15015,181,12587.53,7377,112292,181
