testDate,County,confirmed_cases,values.CasesChange,tested,values.TotalTestedChange,deaths,values.DeathsChange,population,daily_confirmed_cases,daily_tested,daily_deaths
2020-08-29T00:00:00Z,Williamson,860,48,18173,275,12,0,66.415,48,275,0
2020-08-30T00:00:00Z,Williamson,879,19,18516,343,12,0,66.415,19,343,0
2020-08-31T00:00:00Z,Williamson,908,29,18678,162,12,0,66.415,29,162,0
2020-09-01T00:00:00Z,Williamson,927,19,18773,95,13,1,66.415,19,95,1
2020-09-02T00:00:00Z,Williamson,960,33,18922,149,14,1,66.415,33,149,1
2020-09-03T00:00:00Z,Williamson,965,5,19279,357,14,0,66.415,5,357,0
2020-09-04T00:00:00Z,Williamson,1017,52,19998,719,16,2,66.415,52,719,2
2020-09-05T00:00:00Z,Williamson,1024,7,20161,163,18,2,66.415,7,163,2
2020-09-06T00:00:00Z,Williamson,1036,12,20404,243,18,0,66.415,12,243,0
2020-09-07T00:00:00Z,Williamson,1058,22,20496,92,18,0,66.415,22,92,0
2020-09-08T00:00:00Z,Williamson,1065,7,20666,170,20,2,66.415,7,170,2
2020-09-09T00:00:00Z,Williamson,1068,3,20860,194,24,4,66.415,3,194,4
2020-09-10T00:00:00Z,Williamson,1098,30,21200,340,23,-1,66.415,30,340,-1
2020-09-11T00:00:00Z,Williamson,1126,28,21501,301,26,3,66.415,28,301,3
2020-09-12T00:00:00Z,Williamson,1141,15,21835,334,26,0,66.415,15,334,0
2020-09-13T00:00:00Z,Williamson,1160,19,22158,323,27,1,66.415,19,323,1
2020-09-14T00:00:00Z,Williamson,1183,23,22382,224,27,0,66.415,23,224,0
2020-09-15T00:00:00Z,Williamson,1204,21,22463,81,27,0,66.415,21,81,0
2020-09-16T00:00:00Z,Williamson,1227,23,22775,312,28,1,66.415,23,312,1
2020-09-17T00:00:00Z,Williamson,1253,26,23025,250,31,3,66.415,26,250,3
2020-09-18T00:00:00Z,Williamson,1289,36,23353,328,34,3,66.415,36,328,3
2020-09-19T00:00:00Z,Williamson,1296,7,23721,368,34,0,66.415,7,368,0
2020-09-20T00:00:00Z,Williamson,1315,19,23941,220,34,0,66.415,19,220,0
2020-09-21T00:00:00Z,Williamson,1325,10,24365,424,34,0,66.415,10,424,0
2020-09-22T00:00:00Z,Williamson,1337,12,24486,121,37,3,66.415,12,121,3
2020-09-23T00:00:00Z,Williamson,1351,14,24793,307,39,2,66.415,14,307,2
2020-09-24T00:00:00Z,Williamson,1371,20,25017,224,42,3,66.415,20,224,3
2020-09-25T00:00:00Z,Williamson,1383,12,25245,228,44,2,66.415,12,228,2
2020-09-26T00:00:00Z,Williamson,1390,7,25388,143,45,1,66.415,7,143,1
2020-09-27T00:00:00Z,Williamson,1401,11,25729,341,45,0,66.415,11,341,0
2020-09-28T00:00:00Z,Williamson,1406,5,25849,120,45,0,66.415,5,120,0
2020-09-29T00:00:00Z,Williamson,1416,10,26013,164,47,2,66.415,10,164,2
2020-09-30T00:00:00Z,Williamson,1426,10,26243,230,49,2,66.415,10,230,2
2020-10-01T00:00:00Z,Williamson,1442,16,26541,298,50,1,66.415,16,298,1
2020-10-02T00:00:00Z,Williamson,1453,11,26790,249,52,2,66.415,11,249,2
2020-10-03T00:00:00Z,Williamson,1457,4,26925,135,52,0,66.415,4,135,0
2020-10-04T00:00:00Z,Williamson,1464,7,27205,280,53,1,66.415,7,280,1
2020-10-05T00:00:00Z,Williamson,1467,3,27284,79,54,1,66.415,3,79,1
2020-10-06T00:00:00Z,Williamson,1484,17,27508,224,54,0,66.415,17,224,0
2020-10-07T00:00:00Z,Williamson,1502,18,27878,370,55,1,66.415,18,370,1
2020-10-08T00:00:00Z,Williamson,1521,19,28081,203,55,0,66.415,19,203,0
2020-10-09T00:00:00Z,Williamson,1522,1,28259,178,56,1,66.415,1,178,1
2020-10-10T00:00:00Z,Williamson,1532,10,28496,237,56,0,66.415,10,237,0
2020-10-11T00:00:00Z,Williamson,1551,19,28708,212,56,0,66.415,19,212,0
2020-10-12T00:00:00Z,Williamson,1564,13,28815,107,56,0,66.415,13,107,0
2020-10-13T00:00:00Z,Williamson,1575,11,28971,156,56,0,66.415,11,156,0
2020-10-14T00:00:00Z,Williamson,1601,26,29163,192,56,0,66.415,26,192,0
2020-10-15T00:00:00Z,Williamson,1621,20,29458,295,56,0,66.415,20,295,0
2020-10-16T00:00:00Z,Williamson,1655,34,29716,258,57,1,66.415,34,258,1
2020-10-17T00:00:00Z,Williamson,1668,13,29887,171,57,0,66.415,13,171,0
2020-10-18T00:00:00Z,Williamson,1696,28,30141,254,57,0,66.415,28,254,0
2020-10-19T00:00:00Z,Williamson,1709,13,30233,92,58,1,66.415,13,92,1
2020-10-20T00:00:00Z,Williamson,1737,28,30473,240,58,0,66.415,28,240,0
2020-10-21T00:00:00Z,Williamson,1761,24,30723,250,59,1,66.415,24,250,1
2020-10-22T00:00:00Z,Williamson,1800,39,31093,370,59,0,66.415,39,370,0
2020-10-23T00:00:00Z,Williamson,1832,32,31371,278,59,0,66.415,32,278,0
2020-10-24T00:00:00Z,Williamson,1857,25,31561,190,59,0,66.415,25,190,0
2020-10-25T00:00:00Z,Williamson,1883,26,31868,307,59,0,66.415,26,307,0
2020-10-26T00:00:00Z,Williamson,1888,5,31944,76,59,0,66.415,5,76,0
2020-10-27T00:00:00Z,Williamson,1905,17,32150,206,61,2,66.415,17,206,2
2020-10-28T00:00:00Z,Williamson,1938,33,32476,326,61,0,66.415,33,326,0
2020-10-29T00:00:00Z,Williamson,1979,41,32868,392,61,0,66.415,41,392,0
2020-10-30T00:00:00Z,Williamson,2016,37,33056,188,61,0,66.415,37,188,0
2020-10-31T00:00:00Z,Williamson,2040,24,33390,334,61,0,66.415,24,334,0
2020-11-01T00:00:00Z,Williamson,2062,22,33601,211,61,0,66.415,22,211,0
2020-11-02T00:00:00Z,Williamson,2085,23,33870,269,61,0,66.415,23,269,0
2020-11-03T00:00:00Z,Williamson,2153,68,34196,326,63,2,66.415,68,326,2
2020-11-04T00:00:00Z,Williamson,2180,27,34390,194,64,1,66.415,27,194,1
2020-11-05T00:00:00Z,Williamson,2257,77,34714,324,65,1,66.415,77,324,1
2020-11-06T00:00:00Z,Williamson,2295,38,35065,351,65,0,66.415,38,351,0
2020-11-07T00:00:00Z,Williamson,2353,58,35361,296,65,0,66.415,58,296,0
2020-11-08T00:00:00Z,Williamson,2405,52,35670,309,65,0,66.415,52,309,0
2020-11-09T00:00:00Z,Williamson,2452,47,35946,276,65,0,66.415,47,276,0
2020-11-10T00:00:00Z,Williamson,2545,93,36466,520,66,1,66.415,93,520,1
2020-11-11T00:00:00Z,Williamson,2594,49,36932,466,67,1,66.415,49,466,1
2020-11-12T00:00:00Z,Williamson,2668,74,37344,412,67,0,66.415,74,412,0
2020-11-13T00:00:00Z,Williamson,2748,80,37934,590,68,1,66.415,80,590,1
2020-11-14T00:00:00Z,Williamson,2813,65,38416,482,69,1,66.415,65,482,1
2020-11-15T00:00:00Z,Williamson,2829,16,38780,364,70,1,66.415,16,364,1
2020-11-16T00:00:00Z,Williamson,2862,33,39311,531,70,0,66.415,33,531,0
2020-11-17T00:00:00Z,Williamson,2919,57,39661,350,72,2,66.415,57,350,2
2020-11-18T00:00:00Z,Williamson,2980,61,40107,446,73,1,66.415,61,446,1
2020-11-19T00:00:00Z,Williamson,3063,83,40841,734,74,1,66.415,83,734,1
2020-11-20T00:00:00Z,Williamson,3127,64,41423,582,74,0,66.415,64,582,0
2020-11-21T00:00:00Z,Williamson,3176,49,41928,505,74,0,66.415,49,505,0
2020-11-22T00:00:00Z,Williamson,3218,42,42423,495,74,0,66.415,42,495,0
2020-11-23T00:00:00Z,Williamson,3284,66,42966,543,74,0,66.415,66,543,0
2020-11-24T00:00:00Z,Williamson,3327,43,43289,323,74,0,66.415,43,323,0
2020-11-25T00:00:00Z,Williamson,3407,80,43849,560,76,2,66.415,80,560,2
2020-11-26T00:00:00Z,Williamson,3491,84,44330,481,76,0,66.415,84,481,0
2020-11-27T00:00:00Z,Williamson,3510,19,44848,518,76,0,66.415,19,518,0
2020-11-28T00:00:00Z,Williamson,3557,47,45200,352,77,1,66.415,47,352,1
2020-11-29T00:00:00Z,Williamson,3610,53,45403,203,77,0,66.415,53,203,0
2020-11-30T00:00:00Z,Williamson,3659,49,45973,570,77,0,66.415,49,570,0
2020-12-01T00:00:00Z,Williamson,3717,58,46364,391,77,0,66.415,58,391,0
2020-12-02T00:00:00Z,Williamson,3785,68,46756,392,77,0,66.415,68,392,0
2020-12-03T00:00:00Z,Williamson,3859,74,47616,860,82,5,66.415,74,860,5
2020-12-04T00:00:00Z,Williamson,3936,77,48105,489,82,0,66.415,77,489,0
2020-12-05T00:00:00Z,Williamson,3979,43,48688,583,84,2,66.415,43,583,2
2020-12-06T00:00:00Z,Williamson,4012,33,49145,457,84,0,66.415,33,457,0
2020-12-07T00:00:00Z,Williamson,4060,48,49577,432,84,0,66.415,48,432,0
2020-12-08T00:00:00Z,Williamson,4107,47,50082,505,86,2,66.415,47,505,2
2020-12-09T00:00:00Z,Williamson,4169,62,50513,431,87,1,66.415,62,431,1
2020-12-10T00:00:00Z,Williamson,4230,61,51169,656,89,2,66.415,61,656,2
2020-12-11T00:00:00Z,Williamson,4311,81,52080,911,90,1,66.415,81,911,1
2020-12-12T00:00:00Z,Williamson,4373,62,52829,749,92,2,66.415,62,749,2
2020-12-13T00:00:00Z,Williamson,4404,31,53229,400,93,1,66.415,31,400,1
2020-12-14T00:00:00Z,Williamson,4442,38,53714,485,93,0,66.415,38,485,0
2020-12-15T00:00:00Z,Williamson,4483,41,54051,337,93,0,66.415,41,337,0
2020-12-16T00:00:00Z,Williamson,4548,65,54583,532,94,1,66.415,65,532,1
2020-12-17T00:00:00Z,Williamson,4627,79,55457,874,96,2,66.415,79,874,2
2020-12-18T00:00:00Z,Williamson,4679,52,56103,646,97,1,66.415,52,646,1
2020-12-19T00:00:00Z,Williamson,4722,43,56561,458,97,0,66.415,43,458,0
2020-12-20T00:00:00Z,Williamson,4743,21,57248,687,97,0,66.415,21,687,0
2020-12-21T00:00:00Z,Williamson,4789,46,57552,304,97,0,66.415,46,304,0
2020-12-22T00:00:00Z,Williamson,4834,45,58200,648,97,0,66.415,45,648,0
2020-12-23T00:00:00Z,Williamson,4888,54,58764,564,99,2,66.415,54,564,2
2020-12-24T00:00:00Z,Williamson,4926,38,59286,522,98,-1,66.415,38,522,-1
2020-12-25T00:00:00Z,Williamson,4986,60,59684,398,98,0,66.415,60,398,0
2020-12-26T00:00:00Z,Williamson,5001,15,59919,235,98,0,66.415,15,235,0
2020-12-27T00:00:00Z,Williamson,5038,37,60179,260,98,0,66.415,37,260,0
2020-12-28T00:00:00Z,Williamson,5090,52,60545,366,98,0,66.415,52,366,0
2020-12-29T00:00:00Z,Williamson,5132,42,60942,397,98,0,66.415,42,397,0
2020-12-30T00:00:00Z,Williamson,5234,102,61463,521,98,0,66.415,102,521,0
2020-12-31T00:00:00Z,Williamson,5316,82,62350,887,98,0,66.415,82,887,0
2021-01-01T00:00:00Z,Williamson,5370,54,62776,426,98,0,66.415,54,426,0
2021-01-02T00:00:00Z,Williamson,5407,37,63184,408,98,0,66.415,37,408,0
2021-01-03T00:00:00Z,Williamson,5467,60,63516,332,98,0,66.415,60,332,0
2021-01-04T00:00:00Z,Williamson,5519,52,63780,264,99,1,66.415,52,264,1
2021-01-05T00:00:00Z,Williamson,5582,63,64193,413,99,0,66.415,63,413,0
2021-01-06T00:00:00Z,Williamson,5659,77,64667,474,100,1,66.415,77,474,1
2021-01-07T00:00:00Z,Williamson,5725,66,65624,957,101,1,66.415,66,957,1
2021-01-08T00:00:00Z,Williamson,5784,59,66217,593,102,1,66.415,59,593,1
2021-01-09T00:00:00Z,Williamson,5861,77,66730,513,102,0,66.415,77,513,0
2021-01-10T00:00:00Z,Williamson,5887,26,67158,428,102,0,66.415,26,428,0
2021-01-11T00:00:00Z,Williamson,5925,38,67507,349,102,0,66.415,38,349,0
2021-01-12T00:00:00Z,Williamson,5963,38,67917,410,103,1,66.415,38,410,1
2021-01-13T00:00:00Z,Williamson,6008,45,68430,513,104,1,66.415,45,513,1
2021-01-14T00:00:00Z,Williamson,6056,48,69427,997,104,0,66.415,48,997,0
2021-01-15T00:00:00Z,Williamson,6102,46,70173,746,105,1,66.415,46,746,1
2021-01-16T00:00:00Z,Williamson,6119,17,70550,377,106,1,66.415,17,377,1
2021-01-17T00:00:00Z,Williamson,6146,27,71151,601,107,1,66.415,27,601,1
2021-01-18T00:00:00Z,Williamson,6166,20,71405,254,107,0,66.415,20,254,0
2021-01-19T00:00:00Z,Williamson,6196,30,71731,326,107,0,66.415,30,326,0
2021-01-20T00:00:00Z,Williamson,6220,24,72117,386,107,0,66.415,24,386,0
2021-01-21T00:00:00Z,Williamson,6247,27,72509,392,107,0,66.415,27,392,0
2021-01-22T00:00:00Z,Williamson,6293,46,72982,473,107,0,66.415,46,473,0
2021-01-23T00:00:00Z,Williamson,6327,34,73639,657,108,1,66.415,34,657,1
2021-01-24T00:00:00Z,Williamson,6358,31,73914,275,108,0,66.415,31,275,0
2021-01-25T00:00:00Z,Williamson,6373,15,74207,293,108,0,66.415,15,293,0
2021-01-26T00:00:00Z,Williamson,6396,23,74518,311,108,0,66.415,23,311,0
2021-01-27T00:00:00Z,Williamson,6417,21,74828,310,109,1,66.415,21,310,1
2021-01-28T00:00:00Z,Williamson,6438,21,75361,533,110,1,66.415,21,533,1
2021-01-29T00:00:00Z,Williamson,6487,49,76138,777,111,1,66.415,49,777,1
2021-01-30T00:00:00Z,Williamson,6507,20,76369,231,112,1,66.415,20,231,1
2021-01-31T00:00:00Z,Williamson,6522,15,76789,420,112,0,66.415,15,420,0
2021-02-01T00:00:00Z,Williamson,6534,12,77035,246,112,0,66.415,12,246,0
2021-02-02T00:00:00Z,Williamson,6549,15,77301,266,112,0,66.415,15,266,0
2021-02-03T00:00:00Z,Williamson,6567,18,77747,446,112,0,66.415,18,446,0
2021-02-04T00:00:00Z,Williamson,6588,21,78392,645,112,0,66.415,21,645,0
2021-02-05T00:00:00Z,Williamson,6603,15,78981,589,112,0,66.415,15,589,0
2021-02-06T00:00:00Z,Williamson,6615,12,79255,274,115,3,66.415,12,274,3
2021-02-07T00:00:00Z,Williamson,6622,7,79610,355,115,0,66.415,7,355,0
2021-02-08T00:00:00Z,Williamson,6633,11,79840,230,115,0,66.415,11,230,0
2021-02-09T00:00:00Z,Williamson,6642,9,80077,237,115,0,66.415,9,237,0
2021-02-10T00:00:00Z,Williamson,6648,6,80449,372,115,0,66.415,6,372,0
2021-02-11T00:00:00Z,Williamson,6658,10,80899,450,115,0,66.415,10,450,0
2021-02-12T00:00:00Z,Williamson,6663,5,81267,368,115,0,66.415,5,368,0
2021-02-13T00:00:00Z,Williamson,6670,7,81600,333,116,1,66.415,7,333,1
2021-02-14T00:00:00Z,Williamson,6693,23,81763,163,116,0,66.415,23,163,0
2021-02-15T00:00:00Z,Williamson,6701,8,82001,238,116,0,66.415,8,238,0
2021-02-16T00:00:00Z,Williamson,6706,5,82085,84,116,0,66.415,5,84,0
2021-02-17T00:00:00Z,Williamson,6716,10,82197,112,116,0,66.415,10,112,0
2021-02-18T00:00:00Z,Williamson,6724,8,82467,270,116,0,66.415,8,270,0
2021-02-19T00:00:00Z,Williamson,6731,7,82698,231,117,1,66.415,7,231,1
2021-02-20T00:00:00Z,Williamson,6739,8,83049,351,119,2,66.415,8,351,2
2021-02-21T00:00:00Z,Williamson,6748,9,83285,236,119,0,66.415,9,236,0
2021-02-22T00:00:00Z,Williamson,6754,6,83500,215,119,0,66.415,6,215,0
2021-02-23T00:00:00Z,Williamson,6763,9,83706,206,119,0,66.415,9,206,0
2021-02-24T00:00:00Z,Williamson,6768,5,84089,383,119,0,66.415,5,383,0
2021-02-25T00:00:00Z,Williamson,6778,10,84657,568,119,0,66.415,10,568,0
2021-02-26T00:00:00Z,Williamson,6789,11,84900,243,119,0,66.415,11,243,0
2021-02-27T00:00:00Z,Williamson,6794,5,85165,265,120,1,66.415,5,265,1
2021-02-28T00:00:00Z,Williamson,6796,2,85303,138,121,1,66.415,2,138,1
2021-03-01T00:00:00Z,Williamson,6800,4,85450,147,121,0,66.415,4,147,0
2021-03-02T00:00:00Z,Williamson,6816,16,85667,217,121,0,66.415,16,217,0
2021-03-03T00:00:00Z,Williamson,6827,11,85956,289,121,0,66.415,11,289,0
2021-03-04T00:00:00Z,Williamson,6837,10,86206,250,121,0,66.415,10,250,0
2021-03-05T00:00:00Z,Williamson,6858,21,86709,503,121,0,66.415,21,503,0
2021-03-06T00:00:00Z,Williamson,6861,3,86985,276,121,0,66.415,3,276,0
2021-03-07T00:00:00Z,Williamson,6866,5,87145,160,121,0,66.415,5,160,0
2021-03-08T00:00:00Z,Williamson,6879,13,87313,168,121,0,66.415,13,168,0
2021-03-09T00:00:00Z,Williamson,6887,8,87545,232,121,0,66.415,8,232,0
2021-03-10T00:00:00Z,Williamson,6896,9,87849,304,121,0,66.415,9,304,0
2021-03-11T00:00:00Z,Williamson,6905,9,88124,275,122,1,66.415,9,275,1
2021-03-12T00:00:00Z,Williamson,6918,13,88585,461,123,1,66.415,13,461,1
2021-03-13T00:00:00Z,Williamson,6926,8,88816,231,123,0,66.415,8,231,0
2021-03-14T00:00:00Z,Williamson,6939,13,88997,181,124,1,66.415,13,181,1
2021-03-15T00:00:00Z,Williamson,6941,2,89097,100,124,0,66.415,2,100,0
2021-03-16T00:00:00Z,Williamson,6951,10,89377,280,124,0,66.415,10,280,0
2021-03-17T00:00:00Z,Williamson,6958,7,89673,296,124,0,66.415,7,296,0
2021-03-18T00:00:00Z,Williamson,6971,13,90042,369,124,0,66.415,13,369,0
2021-03-19T00:00:00Z,Williamson,6976,5,90291,249,124,0,66.415,5,249,0
2021-03-20T00:00:00Z,Williamson,6987,11,90479,188,124,0,66.415,11,188,0
2021-03-21T00:00:00Z,Williamson,6990,3,90770,291,124,0,66.415,3,291,0
2021-03-22T00:00:00Z,Williamson,6991,1,90943,173,124,0,66.415,1,173,0
2021-03-23T00:00:00Z,Williamson,6996,5,91132,189,124,0,66.415,5,189,0
2021-03-24T00:00:00Z,Williamson,7002,6,91420,288,124,0,66.415,6,288,0
2021-03-25T00:00:00Z,Williamson,7006,4,91778,358,125,1,66.415,4,358,1
2021-03-26T00:00:00Z,Williamson,7019,13,92016,238,125,0,66.415,13,238,0
2021-03-27T00:00:00Z,Williamson,7023,4,92484,468,125,0,66.415,4,468,0
2021-03-28T00:00:00Z,Williamson,7027,4,92634,150,125,0,66.415,4,150,0
2021-03-29T00:00:00Z,Williamson,7032,5,92804,170,125,0,66.415,5,170,0
2021-03-30T00:00:00Z,Williamson,7039,7,93081,277,125,0,66.415,7,277,0
2021-03-31T00:00:00Z,Williamson,7051,12,93578,497,125,0,66.415,12,497,0
2021-04-01T00:00:00Z,Williamson,7053,2,93874,296,125,0,66.415,2,296,0
2021-04-02T00:00:00Z,Williamson,7073,20,94197,323,125,0,66.415,20,323,0
2021-04-03T00:00:00Z,Williamson,7077,4,94429,232,125,0,66.415,4,232,0
2021-04-04T00:00:00Z,Williamson,7080,3,94596,167,125,0,66.415,3,167,0
2021-04-05T00:00:00Z,Williamson,7089,9,95010,414,125,0,66.415,9,414,0
2021-04-06T00:00:00Z,Williamson,7093,4,95517,507,125,0,66.415,4,507,0
2021-04-07T00:00:00Z,Williamson,7104,11,95760,243,125,0,66.415,11,243,0
2021-04-08T00:00:00Z,Williamson,7116,12,96169,409,125,0,66.415,12,409,0
2021-04-09T00:00:00Z,Williamson,7126,10,96633,464,125,0,66.415,10,464,0
2021-04-10T00:00:00Z,Williamson,7141,15,97057,424,125,0,66.415,15,424,0
2021-04-11T00:00:00Z,Williamson,7153,12,97249,192,125,0,66.415,12,192,0
2021-04-12T00:00:00Z,Williamson,7159,6,97524,275,125,0,66.415,6,275,0
2021-04-13T00:00:00Z,Williamson,7166,7,97717,193,125,0,66.415,7,193,0
2021-04-14T00:00:00Z,Williamson,7179,13,97990,273,125,0,66.415,13,273,0
2021-04-15T00:00:00Z,Williamson,7181,2,98362,372,126,1,66.415,2,372,1
2021-04-16T00:00:00Z,Williamson,7198,17,98971,609,126,0,66.415,17,609,0
2021-04-17T00:00:00Z,Williamson,7203,5,99260,289,126,0,66.415,5,289,0
2021-04-18T00:00:00Z,Williamson,7208,5,99408,148,126,0,66.415,5,148,0
2021-04-19T00:00:00Z,Williamson,7212,4,99681,273,126,0,66.415,4,273,0
2021-04-20T00:00:00Z,Williamson,7220,8,100027,346,126,0,66.415,8,346,0
2021-04-21T00:00:00Z,Williamson,7229,9,100293,266,126,0,66.415,9,266,0
2021-04-22T00:00:00Z,Williamson,7236,7,100692,399,126,0,66.415,7,399,0
2021-04-23T00:00:00Z,Williamson,7258,22,101184,492,126,0,66.415,22,492,0
2021-04-24T00:00:00Z,Williamson,7267,9,101575,391,126,0,66.415,9,391,0
2021-04-25T00:00:00Z,Williamson,7279,12,101875,300,126,0,66.415,12,300,0
2021-04-26T00:00:00Z,Williamson,7284,5,102050,175,126,0,66.415,5,175,0
2021-04-27T00:00:00Z,Williamson,7290,6,102220,170,126,0,66.415,6,170,0
2021-04-28T00:00:00Z,Williamson,7295,5,102476,256,126,0,66.415,5,256,0
2021-04-29T00:00:00Z,Williamson,7307,12,102836,360,126,0,66.415,12,360,0
2021-04-30T00:00:00Z,Williamson,7320,13,103369,533,127,1,66.415,13,533,1
2021-05-01T00:00:00Z,Williamson,7328,8,103622,253,127,0,66.415,8,253,0
2021-05-02T00:00:00Z,Williamson,7332,4,103726,104,128,1,66.415,4,104,1
2021-05-03T00:00:00Z,Williamson,7336,4,103926,200,128,0,66.415,4,200,0
2021-05-04T00:00:00Z,Williamson,7340,4,104205,279,128,0,66.415,4,279,0
2021-05-05T00:00:00Z,Williamson,7356,16,104416,211,128,0,66.415,16,211,0
2021-05-06T00:00:00Z,Williamson,7362,6,104797,381,128,0,66.415,6,381,0
2021-05-07T00:00:00Z,Williamson,7383,21,105056,259,129,1,66.415,21,259,1
2021-05-08T00:00:00Z,Williamson,7388,5,105240,184,129,0,66.415,5,184,0
2021-05-09T00:00:00Z,Williamson,7397,9,105590,350,129,0,66.415,9,350,0
2021-05-10T00:00:00Z,Williamson,7400,3,105732,142,129,0,66.415,3,142,0
2021-05-11T00:00:00Z,Williamson,7404,4,105879,147,129,0,66.415,4,147,0
2021-05-12T00:00:00Z,Williamson,7416,12,106135,256,129,0,66.415,12,256,0
2021-05-13T00:00:00Z,Williamson,7428,12,106509,374,129,0,66.415,12,374,0
2021-05-14T00:00:00Z,Williamson,7433,5,106924,415,130,1,66.415,5,415,1
2021-05-15T00:00:00Z,Williamson,7435,2,107262,338,130,0,66.415,2,338,0
2021-05-16T00:00:00Z,Williamson,7442,7,107396,134,130,0,66.415,7,134,0
2021-05-17T00:00:00Z,Williamson,7446,4,107576,180,130,0,66.415,4,180,0
2021-05-18T00:00:00Z,Williamson,7452,6,107809,233,130,0,66.415,6,233,0
2021-05-19T00:00:00Z,Williamson,7463,11,108054,245,131,1,66.415,11,245,1
2021-05-20T00:00:00Z,Williamson,7471,8,108511,457,131,0,66.415,8,457,0
2021-05-21T00:00:00Z,Williamson,7478,7,108699,188,131,0,66.415,7,188,0
2021-05-22T00:00:00Z,Williamson,7482,4,108879,180,131,0,66.415,4,180,0
2021-05-23T00:00:00Z,Williamson,7483,1,109009,130,132,1,66.415,1,130,1
2021-05-24T00:00:00Z,Williamson,7487,4,109140,131,132,0,66.415,4,131,0
2021-05-25T00:00:00Z,Williamson,7486,-1,109300,160,132,0,66.415,-1,160,0
2021-05-26T00:00:00Z,Williamson,7487,1,109547,247,133,1,66.415,1,247,1
2021-05-27T00:00:00Z,Williamson,7500,13,109962,415,133,0,66.415,13,415,0
2021-05-28T00:00:00Z,Williamson,7506,6,110135,173,133,0,66.415,6,173,0
2021-05-29T00:00:00Z,Williamson,7515,9,110389,254,134,1,66.415,9,254,1
2021-05-30T00:00:00Z,Williamson,7521,6,110530,141,134,0,66.415,6,141,0
2021-05-31T00:00:00Z,Williamson,7524,3,110628,98,134,0,66.415,3,98,0
2021-06-01T00:00:00Z,Williamson,7525,1,110670,42,134,0,66.415,1,42,0
2021-06-02T00:00:00Z,Williamson,7528,3,110845,175,134,0,66.415,3,175,0
2021-06-03T00:00:00Z,Williamson,7531,3,111192,347,134,0,66.415,3,347,0
2021-06-04T00:00:00Z,Williamson,7539,8,111464,272,134,0,66.415,8,272,0
2021-06-05T00:00:00Z,Williamson,7541,2,111623,159,134,0,66.415,2,159,0
2021-06-06T00:00:00Z,Williamson,7544,3,111766,143,134,0,66.415,3,143,0
2021-06-07T00:00:00Z,Williamson,7546,2,111838,72,134,0,66.415,2,72,0
2021-06-08T00:00:00Z,Williamson,7555,9,112044,206,134,0,66.415,9,206,0
2021-06-09T00:00:00Z,Williamson,7557,2,112189,145,134,0,66.415,2,145,0
2021-06-10T00:00:00Z,Williamson,7564,7,112454,265,134,0,66.415,7,265,0
2021-06-11T00:00:00Z,Williamson,7565,1,112634,180,134,0,66.415,1,180,0
2021-06-12T00:00:00Z,Williamson,7566,1,112948,314,134,0,66.415,1,314,0
2021-06-13T00:00:00Z,Williamson,7567,1,113085,137,134,0,66.415,1,137,0
2021-06-14T00:00:00Z,Williamson,7570,3,113150,65,134,0,66.415,3,65,0
2021-06-15T00:00:00Z,Williamson,7573,3,113198,48,134,0,66.415,3,48,0
2021-06-16T00:00:00Z,Williamson,7581,8,113381,183,134,0,66.415,8,183,0
2021-06-17T00:00:00Z,Williamson,7585,4,113594,213,134,0,66.415,4,213,0
2021-06-18T00:00:00Z,Williamson,7595,10,113736,142,134,0,66.415,10,142,0
2021-06-19T00:00:00Z,Williamson,7600,5,113996,260,134,0,66.415,5,260,0
2021-06-20T00:00:00Z,Williamson,7601,1,114089,93,134,0,66.415,1,93,0
2021-06-21T00:00:00Z,Williamson,7609,8,114221,132,134,0,66.415,8,132,0
2021-06-22T00:00:00Z,Williamson,7615,6,114400,179,134,0,66.415,6,179,0
2021-06-23T00:00:00Z,Williamson,7619,4,114547,147,134,0,66.415,4,147,0
2021-06-24T00:00:00Z,Williamson,7623,4,114864,317,134,0,66.415,4,317,0
2021-06-25T00:00:00Z,Williamson,7628,5,114979,115,134,0,66.415,5,115,0
2021-06-26T00:00:00Z,Williamson,7630,2,115089,110,134,0,66.415,2,110,0
2021-06-27T00:00:00Z,Williamson,7634,4,115167,78,134,0,66.415,4,78,0
2021-06-28T00:00:00Z,Williamson,7639,5,115175,8,134,0,66.415,5,8,0
2021-06-29T00:00:00Z,Williamson,7643,4,115417,242,134,0,66.415,4,242,0
2021-06-30T00:00:00Z,Williamson,7646,3,115578,161,134,0,66.415,3,161,0
2021-07-01T00:00:00Z,Williamson,7648,2,115754,176,135,1,66.415,2,176,1
2021-07-02T00:00:00Z,Williamson,7663,15,115932,178,136,1,66.415,15,178,1
2021-07-03T00:00:00Z,Williamson,7665,2,116029,97,136,0,66.415,2,97,0
2021-07-04T00:00:00Z,Williamson,7666,1,116054,25,136,0,66.415,1,25,0
2021-07-05T00:00:00Z,Williamson,7671,5,116057,3,136,0,66.415,5,3,0
2021-07-06T00:00:00Z,Williamson,7678,7,116253,196,136,0,66.415,7,196,0
2021-07-07T00:00:00Z,Williamson,7690,12,116495,242,136,0,66.415,12,242,0
2021-07-08T00:00:00Z,Williamson,7702,12,116740,245,136,0,66.415,12,245,0
2021-07-09T00:00:00Z,Williamson,7710,8,117002,262,136,0,66.415,8,262,0
2021-07-10T00:00:00Z,Williamson,7713,3,117140,138,136,0,66.415,3,138,0
